iter	RMSE
292	4.429272974
293	4.428695965
294	4.423752054
295	4.421173227
296	4.419359609
297	4.415474111
298	4.410679461
299	4.406707292
300	4.402139979
301	4.401316519
302	4.399796099
303	4.396934255
304	4.394312063
305	4.392487877
306	4.386965959
307	4.385608584
308	4.382132029
309	4.378471187
310	4.374768157
311	4.372444972
312	4.365469574
313	4.363647837
314	4.358405251
315	4.352001447
316	4.348705282
317	4.345511575
318	4.339587408
319	4.337153885
320	4.330623768
321	4.329138765
322	4.328495641
323	4.324806725
324	4.324412567
325	4.320599755
326	4.320228763
327	4.317039133
328	4.312072606
329	4.307247634
330	4.306885062
331	4.306283788
332	4.304088283
333	4.302442345
334	4.300483937
335	4.297670603
336	4.297334825
337	4.291407924
338	4.287129003
339	4.286783511
340	4.282693967
341	4.278112887
342	4.272488142
343	4.266707552
344	4.263654148
345	4.261966926
346	4.261403299
347	4.258878674
348	4.253861679
349	4.24934756
350	4.245712957
351	4.239785986
352	4.237285032
353	4.234761674
354	4.232028608
355	4.229159458
356	4.227369712
357	4.227041665
358	4.223805982
359	4.21884243
360	4.215259758
361	4.210367064
362	4.209842933
363	4.209515158
364	4.206175367
365	4.204133133
366	4.199570271
367	4.196777097
368	4.192828326
369	4.190377728
370	4.18768019
371	4.182675799
372	4.181084929
373	4.180419337
374	4.176419306
375	4.171076832
376	4.166010474
377	4.16163542
378	4.158072301
379	4.155130425
380	4.153403785
381	4.151301135
382	4.150074334
383	4.146063631
384	4.144512208
385	4.143260358
386	4.139964818
387	4.136098759
388	4.134283638
389	4.129349044
390	4.12905261
391	4.127022015
392	4.126613786
393	4.123244111
394	4.119617865
395	4.115040674
396	4.112800044
397	4.109666064
398	4.107608528
399	4.103014729
400	4.102768213
401	4.09940345
402	4.09916326
403	4.097701336
404	4.097256092
405	4.092829767
406	4.088902458
407	4.087236215
408	4.085814261
409	4.082851975
410	4.079037775
411	4.074942136
412	4.071354025
413	4.067626265
414	4.066272513
415	4.065789439
416	4.06555075
417	4.061010254
418	4.055918152
419	4.052951591
420	4.049493195
421	4.046675009
422	4.04310714
423	4.040855409
424	4.03742559
425	4.034045256
426	4.029284518
427	4.027600131
428	4.022497771
429	4.022246633
430	4.019043558
431	4.014562866
432	4.012449368
433	4.010702077
434	4.008965485
435	4.005741377
436	4.002299778
437	3.997745621
438	3.995536754
439	3.994319071
440	3.991609615
441	3.988347699
442	3.986181173
443	3.981805765
444	3.977793528
445	3.97435927
446	3.971021053
447	3.970806172
448	3.969646704
449	3.964995638
450	3.96302589
451	3.961300374
452	3.95887517
453	3.957935488
454	3.954949276
455	3.952055526
456	3.95076858
457	3.948000867
458	3.946420606
459	3.943381577
460	3.942230541
461	3.937433006
462	3.937222309
463	3.936986747
464	3.934391062
465	3.93312036
466	3.929388085
467	3.924549183
468	3.922515934
469	3.918629636
470	3.915417276
471	3.91147198
472	3.909223503
473	3.907272336
474	3.903639212
475	3.89933595
476	3.89701177
477	3.896730014
478	3.894428359
479	3.892614844
480	3.889432931
481	3.886936743
482	3.883375467
483	3.880682873
484	3.878571748
485	3.874181752
486	3.869278474
487	3.866009378
488	3.862673206
489	3.859331598
490	3.857623405
491	3.854695875
492	3.850491286
493	3.848463667
494	3.842692355
495	3.840205514
496	3.838150744
497	3.83509484
498	3.832110353
499	3.831417413
500	3.828578126
501	3.828225725
502	3.827129209
503	3.826008429
504	3.825573738
505	3.823402186
506	3.822168279
507	3.820466217
508	3.817737649
509	3.814346295
510	3.811487037
511	3.807265113
512	3.803862369
513	3.802186944
514	3.80197466
515	3.799887159
516	3.797339656
517	3.795663484
518	3.793691919
519	3.790536501
520	3.78920604
521	3.785825948
522	3.782161764
523	3.780081295
524	3.776636245
525	3.774185521
526	3.771903694
527	3.770999476
528	3.768382923
529	3.76508884
530	3.761883813
531	3.760083879
532	3.759041108
533	3.758861037
534	3.75715257
535	3.75474717
536	3.752062363
537	3.75179887
538	3.749864009
539	3.746564945
540	3.746161088
541	3.743645042
542	3.742068492
543	3.739341888
544	3.735379131
545	3.73227219
546	3.729083706
547	3.727365124
548	3.726554111
549	3.7254055
550	3.724310761
551	3.724088171
552	3.72344105
553	3.72273771
554	3.722520455
555	3.721037804
556	3.718867117
557	3.716532265
558	3.715068614
559	3.714831369
560	3.712195614
561	3.708805889
562	3.707414892
563	3.706633972
564	3.706283531
565	3.705040188
566	3.70270664
567	3.702585374
568	3.698998713
569	3.698861114
570	3.696590105
571	3.695176143
572	3.692217792
573	3.690324212
574	3.688240528
575	3.686408882
576	3.685973633
577	3.685624774
578	3.68357062
579	3.683396423
580	3.679425579
581	3.679227981
582	3.677072036
583	3.674163237
584	3.673392534
585	3.668962667
586	3.668788284
587	3.667754354
588	3.664848304
589	3.664021924
590	3.663810757
591	3.662310541
592	3.660699375
593	3.659790243
594	3.659623409
595	3.65607933
596	3.654500679
597	3.654358277
598	3.652188598
599	3.649941441
600	3.646707466
601	3.646570008
602	3.643229792
603	3.642399337
604	3.641641986
605	3.637276988
606	3.6352867
607	3.632414645
608	3.629128044
609	3.627609385
610	3.624878804
611	3.622233119
612	3.619253355
613	3.617767322
614	3.616971534
615	3.616321112
616	3.614871442
617	3.613668954
618	3.612292477
619	3.610071812
620	3.606204669
621	3.603233193
622	3.600243719
623	3.598969259
624	3.596702232
625	3.593963936
626	3.593805949
627	3.592167995
628	3.591855804
629	3.589857538
630	3.589736382
631	3.588238776
632	3.588101536
633	3.58593945
634	3.584866771
635	3.584740303
636	3.583003883
637	3.581148642
638	3.580967312
639	3.578621368
640	3.576550714
641	3.575347418
642	3.57288502
643	3.572250601
644	3.569363976
645	3.565908177
646	3.56447698
647	3.564405274
648	3.56234271
649	3.559631804
650	3.558722318
651	3.557626761
652	3.555145789
653	3.553217259
654	3.551388426
655	3.547581141
656	3.54523848
657	3.543812565
658	3.543214546
659	3.542453852
660	3.540137573
661	3.538338305
662	3.538151085
663	3.535372699
664	3.533420873
665	3.530111048
666	3.528710964
667	3.526546075
668	3.525042281
669	3.522570001
670	3.520821354
671	3.517022486
672	3.515130028
673	3.513330849
674	3.510608688
675	3.509139765
676	3.507232443
677	3.50300434
678	3.50217764
679	3.500432477
680	3.4986937
681	3.494870113
682	3.491443677
683	3.488692928
684	3.486554307
685	3.486338008
686	3.484865716
687	3.48432459
688	3.483070774
689	3.482477697
690	3.480038664
691	3.477236027
692	3.475976745
693	3.471099469
694	3.467643344
695	3.463643208
696	3.461311667
697	3.460438426
698	3.457031548
699	3.45437037
700	3.452606412
701	3.452168884
702	3.451384415
703	3.449590755
704	3.449453696
705	3.449342381
706	3.446230339
707	3.444524902
708	3.444250136
709	3.443758446
710	3.442225588
711	3.44084983
712	3.439486058
713	3.438233028
714	3.436453686
715	3.436106554
716	3.432930996
717	3.430528637
718	3.428767901
719	3.427764527
720	3.424157101
721	3.423341903
722	3.423070176
723	3.421568643
724	3.419140752
725	3.418635878
726	3.415442693
727	3.411762446
728	3.410460714
729	3.408759925
730	3.40710131
731	3.405164571
732	3.405058258
733	3.403245788
734	3.40117858
735	3.398589071
736	3.397334352
737	3.395843836
738	3.39505412
739	3.391892105
740	3.391419437
741	3.390990325
742	3.389582649
743	3.387947083
744	3.386033646
745	3.38477454
746	3.381868652
747	3.381742427
748	3.381130002
749	3.380044806
750	3.378785908
751	3.377436086
752	3.373709407
753	3.373145682
754	3.372962232
755	3.371030238
756	3.368051539
757	3.366703454
758	3.36480121
759	3.361959965
760	3.36179381
761	3.359894972
762	3.359747782
763	3.357765989
764	3.357562794
765	3.354216078
766	3.351950663
767	3.34778353
768	3.343745277
769	3.343637663
770	3.34245995
771	3.342402918
772	3.341949462
773	3.340891073
774	3.338477874
775	3.338336349
776	3.336574097
777	3.335929891
778	3.333063454
779	3.332273045
780	3.332135309
781	3.329573736
782	3.327857969
783	3.325585212
784	3.322707073
785	3.322219104
786	3.321150679
787	3.320933198
788	3.319391587
789	3.317748497
790	3.317690393
791	3.317626306
792	3.316248509
793	3.313649669
794	3.312486822
795	3.311875776
796	3.309564598
797	3.306391543
798	3.30577878
799	3.303978577
800	3.299737452
801	3.29764648
802	3.296369287
803	3.294927823
804	3.291793575
805	3.287661144
806	3.286722803
807	3.285837429
808	3.284066417
809	3.28262814
810	3.280987044
811	3.278301715
812	3.276967371
813	3.276744947
814	3.275668272
815	3.274502379
816	3.27102548
817	3.268896187
818	3.267529609
819	3.264272824
820	3.262697048
821	3.260054291
822	3.259583802
823	3.258106585
824	3.256837427
825	3.256429263
826	3.255157964
827	3.254037419
828	3.253021368
829	3.252293211
830	3.247429728
831	3.245663703
832	3.245576756
833	3.243584555
834	3.241322145
835	3.239987486
836	3.2388047
837	3.236520445
838	3.23399351
839	3.233366677
840	3.232947419
841	3.23247595
842	3.23081354
843	3.230214847
844	3.228571519
845	3.228428099
846	3.22759129
847	3.225999807
848	3.224577415
849	3.223274841
850	3.222636942
851	3.220264631
852	3.219383548
853	3.219267182
854	3.218847538
855	3.217719471
856	3.217341649
857	3.217228565
858	3.216159022
859	3.212389138
860	3.211177026
861	3.211107905
862	3.209918784
863	3.207546317
864	3.207468303
865	3.206961183
866	3.205307335
867	3.202232775
868	3.201604268
869	3.20073287
870	3.199959973
871	3.197627279
872	3.194697815
873	3.193339836
874	3.190952302
875	3.18846062
876	3.188198228
877	3.186783614
878	3.184293415
879	3.183589697
880	3.183414686
881	3.183327768
882	3.183275987
883	3.183039954
884	3.182318414
885	3.181086474
886	3.179494332
887	3.178816933
888	3.177812349
889	3.176310823
890	3.176142804
891	3.176028755
892	3.17500577
893	3.174444518
894	3.174331267
895	3.174087564
896	3.17219542
897	3.170889125
898	3.167196463
899	3.165973816
900	3.165502076
901	3.164809905
902	3.164062512
903	3.163221616
904	3.160254848
905	3.159108969
906	3.158307758
907	3.15805961
908	3.157953645
909	3.157044784
910	3.155889973
911	3.153659706
912	3.153548302
913	3.153497351
914	3.151447207
915	3.15039997
916	3.146913861
917	3.146850676
918	3.145899955
919	3.145625365
920	3.14502736
921	3.141835649
922	3.140568131
923	3.138590855
924	3.137282216
925	3.136658835
926	3.136597596
927	3.136505851
928	3.136293713
929	3.135053237
930	3.134994814
931	3.134171784
932	3.132657318
933	3.130152322
934	3.128978254
935	3.128917945
936	3.128220945
937	3.124528732
938	3.124477563
939	3.123648974
940	3.12360905
941	3.12352068
942	3.120851463
943	3.12075534
944	3.119859526
945	3.118844107
946	3.118396676
947	3.116236086
948	3.114639029
949	3.114411672
950	3.112222956
951	3.112118327
952	3.111168769
953	3.109824818
954	3.108000805
955	3.104907595
956	3.103743654
957	3.103158265
958	3.103008414
959	3.101707528
960	3.099029534
961	3.09790036
962	3.097135259
963	3.09638276
964	3.094754395
965	3.092841732
966	3.091716237
967	3.091000221
968	3.089474015
969	3.089122446
970	3.088682847
971	3.087038935
972	3.086096311
973	3.086007423
974	3.085139464
975	3.084155131
976	3.083726512
977	3.08364172
978	3.082977935
979	3.082043967
980	3.081955839
981	3.081223254
982	3.079732392
983	3.077410278
984	3.075722857
985	3.073289015
986	3.072348029
987	3.072132565
988	3.0719248
989	3.071811236
990	3.070424724
991	3.068124163
992	3.064853611
993	3.06386068
994	3.061056102
995	3.060972878
996	3.059450538
997	3.057728929
998	3.056676545
999	3.056237902
